BRANCH_ID|CUST_SHIP_ID|CUST_NAME|CUST_ADDR1|CUST_ADDR2|CUST_CITY|CUST_POSTAL_CODE|CUST_TYPE_ID|CUST_SHIP_ID_ORACLE|
35|3504285|PT. KIMIA FARMA APOTEK|JL.MP.MANGKUNEGARA NO.1 KEL. BUKIT SANGKAL||PALEMBANG||A1|298989|
52|5200166|PT. KIMIA FARMA APOTEK (APT. KF PEL RSUDZA)|APT KF PEL 06/RSZA - JL. TGK.H.M.DAUD BEUREUEH KOMP RSU ZAINOEL ABIDIN||KOMPL RSUD ZA LAMPRIET - BANDA ACEH||A1|284143|
52|5200166|PT. KIMIA FARMA APOTEK (APT. KF PEL RSUDZA)|APT KF PEL 06/RSZA - JL. TGK.H.M.DAUD BEUREUEH KOMP RSU ZAINOEL ABIDIN||KOMPL RSUD ZA LAMPRIET - BANDA ACEH||D1|284143|
52|5201323|PT. KIMIA FARMA APOTEK - PANGLIMA NYAK MAKAM|JL. PANGLIMA NYAK MAKAM NO. 108 - GAMPONG DOY||DOY - ULEE KARENG - BANDA ACEH||A1|284163|
52|5201323|PT. KIMIA FARMA APOTEK - PANGLIMA NYAK MAKAM|JL. PANGLIMA NYAK MAKAM NO. 108 - GAMPONG DOY||DOY - ULEE KARENG - BANDA ACEH||D1|284163|
52|5201324|PT. KIMIA FARMA APOTEK - TIJUE - SIGLI|JL. BANDA ACEH-MEDAN KM. 116 - GAMPONG DAYAH TEUNGOH TIJUE||DAYAH TEUNGOH TIJUE - SIGLI - PIDIE||A1|284164|
52|5201324|PT. KIMIA FARMA APOTEK - TIJUE - SIGLI|JL. BANDA ACEH-MEDAN KM. 116 - GAMPONG DAYAH TEUNGOH TIJUE||DAYAH TEUNGOH TIJUE - SIGLI - PIDIE||D1|284164|
45|4501605|PT. KIMIA FARMA APOTEK 328 MEGATAMA|JL. PALOLA NO. 03 PALU||PALU||A1|304842|
45|4501605|PT. KIMIA FARMA APOTEK 328 MEGATAMA|JL. PALOLA NO. 03 PALU||PALU||D1|304842|
45|4501604|PT. KIMIA FARMA APOTEK 390 SETIA BUDI|JL. SETIA BUDI NO 56||PALU||A1|304841|
45|4501604|PT. KIMIA FARMA APOTEK 390 SETIA BUDI|JL. SETIA BUDI NO 56||PALU||D1|304841|
45|4501611|PT. KIMIA FARMA APOTEK 490 DEWI SARTIKA|JL. DEWI SARTIKA NO. 37||PALU||A1|304844|
45|4501611|PT. KIMIA FARMA APOTEK 490 DEWI SARTIKA|JL. DEWI SARTIKA NO. 37||PALU||D1|304844|
45|4501603|PT. KIMIA FARMA APOTEK PEL.25|JL. VETERAN NO. 03||PALU||A1|304840|
45|4501602|PT. KIMIA FARMA APOTEK TATURA|JL. W. MONGINSIDI NO. 145||PALU||A1|304839|
45|4501602|PT. KIMIA FARMA APOTEK TATURA|JL. W. MONGINSIDI NO. 145||PALU||D1|304839|
45|4501655|PT. KIMIA FARMA APOTEK TOLITOLI|JL. USMAN BINOL KEC. BAOLAN TOLITOLI||TOLITOLI||A1|304848|
45|4501655|PT. KIMIA FARMA APOTEK TOLITOLI|JL. USMAN BINOL KEC. BAOLAN TOLITOLI||TOLITOLI||D1|304848|
45|4501609|PT. KIMIA FARMA APOTEK TOWUA|JL. TOWUA RUKO I NO. 01||PALU||A1|304843|
45|4501609|PT. KIMIA FARMA APOTEK TOWUA|JL. TOWUA RUKO I NO. 01||PALU||D1|304843|
53|5300814|PT. KIMIA FARMA BALOI|KOMPLEK PERTOKOAN WAHANA 757 NO 8||BATAM||A1|287405|
53|5300814|PT. KIMIA FARMA BALOI|KOMPLEK PERTOKOAN WAHANA 757 NO 8||BATAM||D1|287405|
45|4501694|PT. KIMIA FARMA BASUKI RAHMAT|JL. BASUKI RAHMAT NO. 21 PALU||PALU||A1|304851|
32|3206808|PT. KIMIA FARMA BONE|JL AHMAD YANI KEL JEPPE'E KEC TANETE RIATTANG||BONE||A1|311897|
32|3206808|PT. KIMIA FARMA BONE|JL AHMAD YANI KEL JEPPE'E KEC TANETE RIATTANG||BONE||D1|311897|
32|3206804|PT. KIMIA FARMA DAYA 2|JL PERINTIS KEMERDEKAAN KM 14 DAYA MAKASSAR||MAKASSAR DAYA||A1|311896|
32|3206804|PT. KIMIA FARMA DAYA 2|JL PERINTIS KEMERDEKAAN KM 14 DAYA MAKASSAR||MAKASSAR DAYA||D1|311896|
53|5300782|PT. KIMIA FARMA MEGA LEGENDA|RUKO LEGENDA JUNCTION BLOK BB2 NO 18||BATAM||A1|287508|
53|5300782|PT. KIMIA FARMA MEGA LEGENDA|RUKO LEGENDA JUNCTION BLOK BB2 NO 18||BATAM||D1|287508|
45|4501699|PT. KIMIA FARMA MONGINSIDI|JL. WOLTER MONGINSIDI NO. 46||PALU||A1|304852|
45|4501699|PT. KIMIA FARMA MONGINSIDI|JL. WOLTER MONGINSIDI NO. 46||PALU||D1|304852|
32|3206880|PT. KIMIA FARMA POLMAN|JL MR MUH YAMIN POLEWALI MANDAR||POLMAN||A1|311898|
32|3206880|PT. KIMIA FARMA POLMAN|JL MR MUH YAMIN POLEWALI MANDAR||POLMAN||D1|311898|
45|4501757|PT. KIMIA FARMA R.E. MARTADINATA|JL. R.E. MARTADINATA BLOK A/2||PALU||A1|304853|
36|3604896|PT. KLINIK SAKATO BATUSANGKAR|JL A. YANI NO. 452 PINCURAN TUJUH. JORONG LANTAI BATU. NAGARI BARINGI||BATUSANGKAR||A1|291722|
36|3604896|PT. KLINIK SAKATO BATUSANGKAR|JL A. YANI NO. 452 PINCURAN TUJUH. JORONG LANTAI BATU. NAGARI BARINGI||BATUSANGKAR||R1|291722|
52|5200666|PT. LAMLO PHARMACY - BANDA ACEH|JL. ALUE BLANG - LORONG ALAMANDA NO. 5 - GAMPONG NEUSU ACEH||NEUSU ACEH - BANDA ACEH||D1|284169|
36||PT. LISNA SYIFA PRIMA|JL DR WAHIDIN NO 8||PADANG||A1|351795|
30|3003447|PT. MAHAKAM SEJAHTERA ABADI|JL. MERDEKA 3 NO.37 RT.087 KEL. SUNGAI PINAG DALAM||SAMARINDA||D1|317713|
28|2804301|PT. MAJU SENTOSA PRIMA|JL. SIMPANG ALUMINIUM NO.03 BLIMBING||MALANG||D1|268075|
27||PT. METRO MAHA MAKMUR|JL. RAYA PANDU. BR. DUKUH||BADUNG||D1|375852|
32|3200854|PT. MITRA TRITUNGGAL ABADI|JL. LAMADUKELLENG NO. 17||MAKASSAR||D1|311263|
39||PT. MULIA PRATAMA FIMADANI|RUKO TAMAN PERMATA NO. 5||KAB SLEMAN||D1|301699|
32|3203603|PT. MULTI DAYA FARKA|JL. G.LATIMOJONG NO. 27||MAKASSAR||D1|311985|
35|3500102|PT. MUSI|JL. PASAR 16 ILIR NO.97||PALEMBANG||D1|298816|
32|3203746|PT. PARMINDO INTI NUSANTARA|JL. ABD. DG. SIRUA NO.172||MAKASSAR||D1|311229|
35|3505307|PT. PAUH MANDIRI SEJAHTERA|JL. MANGGIS RAYA NO. 041 RT.028 RW.006 PANORAMA SINGARAN PATI||BENGKULU||D1|298508|
36||PT. PERINTIS BUKIT FARMA|JL. BY PASS RT. 01 RW. 04 KEL. AUR KUNING||BUKITTINGGI||D1|365120|
36|3601197|PT. RAJAWALI NUSINDO|JL DENPASAR RAYA KAV D III KUNINGAN TIMUR||JAKARTA SELATAN||D1|291648|
35|3504164|PT. REDOXINDO UTAMA (APT OGAN)|JL. LETKOL. ISKANDAR NO. 646/603||PALEMBANG||D1|299054|
32|3206874|PT. RIFANTI ASTI/RIFANTI ASTI|JL MAMBRUK NO 36||SORONG||D1|312386|
32|3206502|PT. RUMAH SAKIT IBU DAN ANAK ANANDA TRIFA|JL. H. AGUSSALIM NO.218||PAREPARE||R1|311626|
03|307745|PT. SAMMARIE TRAMEDIFA|JL. CIPINANG MUARA RAYA I NO. 23 C RT. 008 RW. 003 PONDOK BAMBU DUREN SAWIT||JAKARTA TIMUR||R1|4983|
35|3503866|PT. SARANA USAHA SEJAHTERA INSANPALAPA|JL. JEND. SUDIRMAN NO. 559B KEL. 20 ILIR D-III KEC. IT I||PALEMBANG||A1|299169|
30|3003619|PT. SEJAHTERA MULIA FARMA|JL IR SUTAMI BLOK LL NO 02 RT 022 KARANG ASAM ULU SUNGAI KUNJANG||SAMARINDA||D1|317642|
26|2601215|PT. SEJAHTERA SURYA INTRIO|JL. NGAGEL JAYA UTARA NO. 106||SURABAYA||D1|264687|
31||PT. SENDY'S PUTRA JAYA|JL. AHMAD YANI NO.96 RT.04 RW.V PAHANDUT||PALANGKA RAYA||S10|358977|
31||PT. SENDY'S PUTRA JAYA|JL.CILIK RIWUT RW.25 RT.6V  KECAMATAN JEKAN RAYA TENGAH||PALANGKA RAYA||S10|358998|
35|3504835|PT. SURYA SHARONE ABADI|JL. PENDAWA NO.99 RT.002 RW.003 KELURAHAN 2 ILIR KEC IT II||PALEMBANG||D1|298251|
35|3504649|PT. USAHA WIJAYA MANDIRI|JL. GELATIK 15 NO.236 RT.017 RW.006 KEL. CEMPAKA PERMAI||BENGKULU||D1|298281|
26|2608781|PT.ACACIA JAYA ABADI|JL.RAYA KALI RUNGKUT NO.3 BLOK N 38 - 39||SURABAYA||D1|263527|
26|2601339|PT.ACACIA MITRA ABADI|JL. RAYA PANJANG JIWO PERMAI I B-21 RT 01 / RW 04||SURABAYA||D1|264507|
37||PT.EDYSA SUKSES BERSAMA|JL.AH.NASUTION KOMPLEX TRITURA POINT NO.C5||MEDAN||D1|295229|
26||PT.HUSADHA PRAJOGI|JL. KALIANYAR NO. 62||SURABAYA||R1|281712|
26||PT.KARYA DWI ELANG|MANYAR KARTIKA 8 NO.52 RT.01 RW.10||SURABAYA||D1|296429|
26|2606692|PT.MITRA CENTRAL ASIA|JL. PANJANG JIWO NO. 46-48 BLOK A-7||SURABAYA||D1|264122|
26|2607131|PT.MITRA SUMBER ABADI|JL. RAYA DARMO PERMAI SELATAN B-15 RT.004 RW.005||SURABAYA||D1|264920|
28|2804075|PT.NUSANTARA SEBELAS MEDIKA|RS. LAVALETTE||MALANG||R1|268348|
26|2610273|PT.SAKA JAJA MAKMUR ABADI|JL.KEDUNG COWEK NO.163 KAPAS MADYA BARU||SURABAYA||D1|264309|
23|2300987|PUJI LESTARI|JL.BABAKAN JAWA NO.21||MAJALENGKA||A1|237700|
24|2400363|PUJI SEHAT|JL JOHAR 32||KENDAL||A1|247878|
23|2300199|PULASAREN|JL.PULASAREN 141||CIREBON||A1|237638|
39|3903809|PULOWATU SISMA MEDIKA|JL. TURI - PAKEM NO.47 PURWOBINANGUN PAKEM SLEMAN||SLEMAN||A1|261292|
44|4402662|PURBARATU|JL. PURBARATU NO.30 KEL. SUKANAGARA - PURBARATU||TASIKMALAYA||A1|231374|
40|4000322|PURI BAKTI|JL. MENDUT RAYA NO. 21||TANGERANG||A1|211916|
27|2706129|PURI BILA FARMA|JL. RAYA GUWANG BR SAKIH DS GUWANG SUKAWATI 100||GIANYAR||A1|273203|
27|2703033|PURI FARMA|JL GUNUNG AGUNG 39 E||DENPASAR||A1|272988|
24|2408332|PURI FARMA|JL. ADI SUCIPTO NO. 25||SALATIGA||A1|247979|
27|2703040|PURI RAHARJA|JL. WR. SUPRATMAN 14||DENPASAR||R1|272990|
24|2404609|PURI SEHAT|JL.PURI ANJASMORO K 3 / 15||SEMARANG||A1|248275|
40||PURI SEHAT|PURI KRAKATAU HIJAU BLOK B2 NO.4 GEROGOL||CILEGON||A1|316574|
24|2404671|PURIN SEHAT|JL TENTARA PELAJAR NO.6||KENDAL||A1|248055|
22|2202305|PURNAMA|JL. A.YANI NO.117||BANDUNG||T11|233382|
22|2202928|PURNAMA|JL. ALUN-ALUN TIMUR NO. 58||MAJALAYA||T11|233387|
39|3903923|PURWO SUDIRMAN / K-24 PURWOREJO|JL. SUDIRMAN NO.103 PANGENJURUTENGAH KEC. PURWOREJO||PURWOREJO||A1|261183|
39|3902706|PURWODADI|DESA PURWODADI KEC. PURWODADI||PURWOREJO||A1|261553|
39|3902706|PURWODADI|JL. LETNAN KEMIS RT 03 RW 02 PURWODADI PURWOREJO||PURWOREJO||A1|261553|
42|4202525|PURWOGONDO|JL. PURING KM. 8 KALIPURWO KUWARASAN||KEBUMEN||R1|242789|
42|4204078|PURWONEGORO|JL. RAYA BANYUMAS KM.14 PURWONEGORO||BANJARNEGARA||A1|242548|
44|4400495|PUSPASARI|JL. RAYA INDIHIANG NO. 46 A||TASIKMALAYA||A1|231489|
27|2705862|PUTRA ASIH|JL. ANTASURA NO.35 X||DENPASAR||A1|273752|
22|2203313|PUTRA BAHAGIA|PASAR UJUNG BERUNG LOS A DEPAN NO.13||BANDUNG||T11|233423|
27|2705338|PUTRA HUSADA JAYA / RSU BALI ROYAL HOSPITAL|JL. LETDA TANTULAR NO.6||DENPASAR||R1|273591|
27|2703076|PUTRA HUSADA JAYA UTAMA / MERDEKA|JL. MERDEKA VIII NO. 2||DENPASAR||A1|272992|
35|3503185|PUTRI ANGGER KUSUMA NEGARA (APT AMANAH)|JL. YOS SUDARSO NO.11 RT.V TABA JUMEKEH||LUBUK LINGGAU||A1|299331|
43|4302445|PUTRI LONGGO|JL. MELATI NO.54 RT.034 RW.04 SIDAPURNA KEC. DUKUHTURI||TEGAL||T11|243852|
44|4402402|PUTRI TANJUNG|PASAR RAJAPOLAH BLOK A NO.6||TASIKMALAYA||T3|231362|
24|2409543|Q SEHAT|JL. BRIGEJEN KATAMSO NO.73 UNGARAN||UNGARAN||A1|248714|
27|2704573|QITTA / HERIBERTUS SUNARDI TANTOHADI|JL. RAYA SESETAN NO. 12 A||DENPASAR||A1|273780|
27|2703108|QUANTUM|JL RAYA SESETAN NO.20||DENPASAR||A1|272993|
22|2210723|QUEEN COSMETICS|LANTAI DASAR C 15 NO.10 MIKO MALL (DEPAN YOGYA KOPO MAS)||BANDUNG||T11|233481|
41|4103822|QUEEN FARMA|JL. M. YAMIN PERUM QUEEN GARDENIA RUKO I||TEGAL BESAR||A1|274729|
41||QUEEN FARMA APOTEK|JL. M. YAMIN PERUMAHAN QUEEN GARDENIA RUKO 1 - TEGAL BESAR||JEMBER||A1|380355|
39|3902446|QUEEN LATIFA HUSADAJAYA|JL. RING ROAD BARAT RT 02 / RW 28 NOGOTIRTO||YOGYAKARTA||R1|261079|
21||R24|RUKO COMPMARK G00/093||BOGOR||A1|338917|
26|2609440|RACHMAT HOEDIONO DR|JL. DHARMAHUSADA INDAH 74 KEL. MOJO KEC. GUBENG||SURABAYA||A1|264245|
39|3903708|RACHMI / PT RACHMI BERSAUDARA|JL. K.H. WACHID HASYIM NO.47 RT.043 RW.007 NOTOPRAJAN NGAMPILAN||YOGYAKARTA||R2|261163|
42|4203742|RADINKA|JL. P.DIPONEGORO NO 167 B BUMIAYU||BUMIAYU||A1|242692|
27|2703112|RADIX|JL. MAJAPAHIT NO. 1 B||GIANYAR||T4|272994|
34||RAFFASYA SENTRA MEDIKA 2|JL RAYA KARANG ANYAR||LAMPUNG SELATAN||A1|330787|
24|2404666|RAHARJO|JL PEMUDA NO.1||KENDAL||A1|248053|
44|4400452|RAHAYU|JL. AMPERA I NO.5 KEC.CIAMIS||CIAMIS||A1|231603|
24|2409664|RAHAYU|JL. RAYA KARANGAWEN KM.18.5 NO.5||DEMAK||A1|248779|
39|3902636|RAHAYU|SUMBERJO RT 29 RW 04 NGAWU PLAYEN||GUNUNG KIDUL||A1|261455|
39|3903920|RAISYA FARMA / NEIKE SUTRIANIK|JL. IMOGIRI BARAT KM. 6.5 BANGUNHARJO SEWON BANTUL||BANTUL||A1|261182|
24|2404002|RAJAWALI|JL DR SUTOMO 27||BLORA||A1|247610|
39|3901066|RAJAWALI|JL PONCOWINATAN 92||YOGYAKARTA||A1|260910|
42|4203126|RAJAWALI (PBG)|KOMPLEK PASAR NO.21-22 DESA LEKSMANA||BANJARNEGARA||A1|242864|
39|3902726|RAJAWALI CITRA|JL. PLERED KM.4 BANJARDADAP POTORONO BANGUNTAPAN||BANTUL||R1|261580|
21||RAJAWALI MEDIKA|(RAJAWALI) JL. RUMAH SAKIT NO.9 RT.01/RW.05||CIANJUR||D2|330885|
23|2303779|RAKHA FARMA|DESA TANJUNG SARI BLOK CIGOWOK RT.06 RW.05||MAJALENGKA||A1|238749|
39|3901249|RAKYAT|JL JEND A YANI 24 RT. 005 RW. 004 GELANGAN MAGELANG TENGAH||MAGELANG||A1|260852|
27|2703161|RAMA|JL GUNUNG SANGIANG 144 X||DENPASAR||A1|273000|
27|2705374|RAMA FARMA|JL. RAYA BR. DENTIIS NO.56 BATUAN||GIANYAR||A1|273632|
24|2407397|RAMAI|JL. ABDULRAHMAN SALEH 247||SEMARANG||S8|248162|
40|4000332|RAMANUJU|JL. RAYA PULO MERAK NO. 42 A||CILEGON||A1|210823|
47|4701143|RAMZI|JL. KARTINI NO.11 DOMPU||DOMPU||A1|277441|
36||RANIA MEDIKA|JL. DT. PARPATIH NAN SABATANG. KEL ARO IV KORONG. LUBUK SIKARAH. SOLOK||SOLOK||A1|328831|
23|2300150|RAPIH|JL. RAYA TIMUR NO. 867||MAJALENGKA||A1|237626|
39|3902707|RASYID FARMA|JL. BANTUL KM. 7.5 DIRO PENDOWOHARJO SEWON||BANTUL||A1|261554|
39|3901027|RATNA|JL PARANGTRITIS NO. 44 MANTRIJERON||YOGYAKARTA||A1|260845|
42|4202897|RAWALO|JL. HM. BACHROEN NO.547 RAWALO||BANYUMAS||A1|242935|
28|2800428|RAYA|JL.PASAR BESAR NO 52||MALANG||T9|267836|
21|2105189|RAYENDRA|JL. PADI NO.6 RT.2 RW.10 BARANANGSIANG||BOGOR||A1|217994|
21||RAYENDRA|JL. PADI NO.6 RT.2 RW.10 BARANANGSIANG||BOGOR||A1|356338|
50||RCM KLINIK / IBU LIA|JL BILITON RUKO MARS GW10 RT 027 RW 007 MADIUN LOR MANGUHARJO||MADIUN||R5|323703|
23|2304194|REFAYA SKIN CARE|JL. SITI ARMILAH NO.88 RT.003 RW.004 BLOK ROROGAN TENGAH MAJALENGKA||MAJALENGKA||R1|237834|
24|2404345|REGINA|JL.RAYA KEDU NO 123 B KEDU||TEMANGGUNG||A1|248315|
42||REJASA|JL. RAYA REJASA KARANGKOBAR KM 1||BANJARNEGARA||A1|275849|
24|2400366|REJEKI|JL PASAR NO.16||KENDAL||T4|247874|
24|2407382|REJEKI|JL PASAR NO.16||KENDAL||T4|247875|
24|2405992|REJEKI|JL PASAR NO.18||SUKOHARJO||T11|248056|
42|4204066|REJODADI FARMA|JL. RAYA CILEUMEUH CIMANGGU CILACAP||CILACAP||A1|242526|
28|2803776|REMAJA|JL. HAYAM WURUK NO. 06||MALANG||S9|267306|
51|5101546|RENI WIDIASTUTI / APT SYIFA FARMA|JL. LINTAS SUMATRA NO.002 RT.07 SRI PELAYANG KM.1||SAROLANGUN||A1|292696|
23|2301001|RENJANA FARMA|JL.SULTAN AGUNG II||CIREBON||A1|237702|
42|4200295|RESTU|JL. VETERAN NO. 6||BANJARNEGARA||A1|242345|
36||RESTU BUNDA|TERMINAL ALAHAN PANJANG KEC. LEMBAH GUMANTI KAB. SOLOK||SOLOK||A1|314921|
27|2703226|RESTU FARMA|JL. PAHLAWAN 15||TABANAN||A1|273005|
24|2410406|RETNO RIYANTI/APT KUWU|JL. HONGGOKUSUMAN NO.42 KUWU||GROBOGAN||A1|248775|
23|2303635|REZA FARMA|JL. RAYA SINDANGKERTA LOHBENER NO.72||INDRAMAYU||A1|238689|
26|2609721|REZEKI HUSADA UTAMA|JL. RAYA MANYAR INDAH 15||SURABAYA||D1|264794|
27|2704589|RHIZOMA FARMA|JL. BRIGJEND NGURAH RAI 27||BANGLI||A1|273801|
21|2101881|RIAMIN|JL. SURYA KENCANA BLOK A NO. 6 CIBADAK||SUKABUMI||A1|216993|
28||RIDHO JAYA|JL. RAYA THAMRIN NO. 66||MALANG||T11|302016|
34|3404654|RIGA FARMA|JL LETNAN SAIDI DESA PURWOREJO||PESAWARAN||A1|300767|
36||RINI FARMA (M. LABUH)|JL. RAYA PASAR MUARA LABUH||SOLOK SELATAN||A1|378457|
36|3604108|RINI KOSMETIK|JL. A. YANI NO.5 ( DEPAN MM NABUMA )||PAYAKUMBUH||T3|291782|
39|3902781|RIO|JL. BAJANG 01 WIJIREJO PANDAK BANTUL||YOGYAKARTA||A1|261418|
40|4005256|RIS HOSPITAL|JL. LENGKONG GUDANG TIMUR NO.777 RT.001/04 BSD||TANGERANG SELATAN||R1|210843|
36||RIZA MEDIKA|JL. ANDALAS NO. 91B RT.02 RW.04 KELURAHAN ANDALAS||PADANG||A1|349864|
39|3904390|RIZKI BANGUNTAPAN / ANANDA RIZKI YUNIANTI|JL. PLERET PRIYAN MERTOSANAN KULON RT. 008 POTORONO BANGUNTAPAN BANTUL||YOGYAKARTA||A1|260986|
39|3904104|RIZKI BAROKAH / AGUSTINA SUSILOWATI|KALINAMPU RT.002 SELOHARJO PUNDONG||BANTUL||A1|261284|
39|3904104|RIZKI BAROKAH / AGUSTINA SUSILOWATI|SOKA SELOHARJO PUNDONG||BANTUL||A1|261284|
42|4204607|RIZKY FARMA|JL. PAKUALAM RT.01 RW.01 BULUPAYUNG PATIMUAN CILACAP||CILACAP||A1|242105|
34|3404575|RIZKY FARMA 37|JL RAWA MANGUN GANTI WARNO KEC. PEKALONGAN||LAMPUNG TIMUR||A1|301064|
39|3901314|RIZTA FARMA|JL. BANTUL KM. 6.5 NYEMENGAN TIRTONIRMOLO||BANTUL||A1|260659|
31||RM. ABDULLAH|JL. A. YANI KM.1 NO.17 RT.21||BANJARMASIN||S9|322897|
35|3504097|ROBBY SUGIANTO (APT NABILA FARMA)|JL. DR. A.K. GANI NO.37 LK II DUSUN CURUP KEC. CURUP UTARA||REJANG LEBONG||A1|299279|
29|2903311|ROBERT PARDOMUAN SITUMORANG/ APT TEBAS FARMA|GG. SUKA INDAH SUNGAI PINYUH NO.10 RT.003 RW 004||SEI PINYUH||A1|324616|
35|3504923|ROBIN SUGIANTO ( APOTEK SAGITARIUS )|JL. DEPATI RAHAT NO.7C RT.014 RW.003||TANJUNGPANDAN||A1|298214|
21|2100150|ROSALINA|JL. SURAYAAKENCANA 188||BOGOR||A1|217137|
36||ROSBA BARU|JL. TUANKU LAREH NUNANG NO.1||PAYAKUMBUH||A1|365179|
24|2410621|ROSE|JL. KELUD RAYA NO.07||SEMARANG||T11|247625|
44|4400347|ROSE MM|JL.RAYA TIMUR 14 SINGAPARNA||TASIKMALAYA||T11|231244|
51|5100710|ROSNANI HJ (APT MAYANG MEDIKA)|JL. RADEN SYAHBUDDIN RT 004 KEL. MAYANG MANGURAI||JAMBI||A1|292832|
43|4302814|ROSSI COSMETIK|JL. D.I. PANJAITAN NO.66 RT.04/013 TEGALSARI||TEGAL||T3|244342|
38|3802541|ROSSY (APT ASYIFA)|JL. HANGTUAH NO.8||DURI||A1|288353|
23|2300961|ROSSY FARMA|JL. RAYA PRAPATAN NO. 13||MAJALENGKA||A1|237691|
37|3702400|ROSTINI / APOTIK SEHAT|JL. SIRAO NO. 137 RT. 000 / RW. 000||GUNUNG SITOLI NIAS||A1|285477|
42||ROWOKELE|JL RAYA JATIJAJAR KM 7 ROWOKELE KEBUMEN||KEBUMEN||A1|244602|
41||ROZANA APOTEK|JL. BASUKI RAHMAD NO.334 A||JEMBER||A1|344672|
34|3404588|RS AIRAN RAYA|JL AIRAN RAYA NO 99 WAY HUWI KEC JATI AGUNG||LAMPUNG SELATAN||R1|300751|
22|2212113|RS AL ISLAM|JL SOEKARNO HATTA NO 644 RT 01 RW 01 KEL MANJAHLEGA KEC RANCASARI||KOTA BANDUNG||R1|233416|
30|3003011|RS AMALIA|JL. P. DIPONEGORO NO.33 (RS AMALIA) BONTANG BARU||BONTANG||R1|318248|
43|4300958|RS AMANAH MAHMUDAH|JL. JEND. SUDIRMAN NO 8 SITANGGAL||BREBES||R1|244177|
31|3100531|RS ANSARI SALEH|JL. HASAN BASRI NO. 1||BANJARMASIN||R7|320055|
37|3702373|RS ARTHA MEDICA LESTARI|JL. SAMANHUDI NO. 22||BINJAI||R1|285415|
22|2211903|RS ASRI PURWAKARTA|JL. VETERAN NO. 15 KEL. MULYAMEKAR KEC. BABAKAN CIKAO||KAB. PURWAKARTA||R1|233664|
30|3003431|RS ASY-SYIFA SANGATA|JL. YOS SUDARSO II NO. 82-83 KEC. SANGATTA UTARA||KUTAI TIMUR||A1|317971|
01||RS ATMA JAYA (PLUIT)|JL PLUIT RAYA NO.2 RW.21 RW.08||PENJARINGAN||R1|251936|
03|310675|RS AWAL BROS (BEKASI BARAT)|JL. K.H. NOER ALI KAYURINGIN JAYA ||||R1|4594|
03||RS AWAL BROS BEKASI TIMUR|JL. HM. JOYOMARTONO RT. 003 RW. 21 KEL. MARGAHAYU KEC. BEKASI TIMUR||BEKASI||R1|213232|
21|2100585|RS AZRA|JL. PAJAJARAN NO. 219||BOGOR||R1|217870|
27||RS BALIMED BULELENG|JL. PAHLAWAN / JL. GUNUNG LEMPUYANG SINGARAJA||BULELENG||R1|296850|
37|3703585|RS BANGUN|JL. SUDIRMAN NO.30 KEL. PERWIRA||TANJUNG BALAI||R1|285302|
21|2105491|RS BETHA MEDIKA|JL RAYA CISAAT NO 595||SUKABUMI||R1|216788|
03|301006|RS BHAKTI KARTINI|JL KARTINI 11 ||||R1|3533|
01|3630|RS BHAKTI MULIA (SLIPI)|$ JL AIPDA KS TUBUN NO.79||SLIPI||R1|195508|
26|2600225|RS BHAKTI RAHAYU|JL.KETINTANG MADYA 1/16||SURABAYA||R1|263297|
50|5000786|RS BHAYANGKARA|JL.I.G NGURAH RAI 25-27 TULUNGAGUNG||TULUNG AGUNG||R7|270212|
51|5101226|RS BHAYANGKARA POLDA JAMBI|JL. RADEN MATTAHER NO.3 RAJAWALI JAMBI TIMUR||JAMBI||R7|292802|
22|2200520|RS BHAYANGKARA SARTIKA ASIH|JL. MOCH. TOHA NO. 369 RT.01 RW.07 KEL. CISEUREUH KEC. REGOL||KOTA BANDUNG||R7|232918|
03|301053|RS BUDI ASIH|JL.DEWI SARTIKA 200 ||||R7|3562|
43|4300985|RS BUDI RAHAYU|JL. BARITO NO. 5||PEKALONGAN||R1|244216|
31|3106579|RS CIPUTRA MITRA HOSPITAL|JL AHMAD YANI KM 7.8 MANARAP LAMA KERTAK HANYAR BANJAR||BANJARMASIN||R1|319587|
23|2300113|RS CIREMAI|JL.KESAMBI NO.237(RS CIREMAI)||CIREBON||R7|237621|
22|2211926|RS CITRA SARI HUSADA INTAN BAROKAH|JL. RAYA KOSAMBI TELAGASARI KM 3 KEC KLARI KAB KARAWANG||KARAWANG||R1|233708|
37|3703908|RS COLUMBIA ASIA|JL. LISTRIK NO. 2 A (D.H. NO. 6)||MEDAN||R1|285389|
39|3902343|RS CONDONG CATUR|JL. MANGGIS NO. 06 RT II / RW XI  GEMPOL||YOGYAKARTA||R1|260662|
22|2212281|RS DEWI SRI|JL. ARIF RAHMAN HAKIM NO. 1 A||KARAWANG||R1|233085|
40|4006014|RS DINDA|JL. GALUH NO.2||TANGERANG||R1|211369|
26|2603899|RS DR WAHIDIN SUDIRO|JL GAJAH MADA NO 100||MOJOKERTO||R7|263974|
31||RS DR. SUHARSONO|JL.MAYJEN  SUTOYO S  NO.408 KEL.PELAMBUAN||BANJARMASIN||R7|378446|
03|300285|RS FIRDAUS|JL SIAK BLOK J 5/14 KOMP. BEA CILINCING- SUKAPURA||JAKARTA UTARA||R1|4001|
03|308056|RS GADING PLUIT|JL. BOULEVARD RAYA TIMUR PEGANGSAAN DUA KELAPA GADING ||||R1|5024|
